Nazwisko aktualne,Liczba
SCHRUBKA,12
SCHUCHMIELSKA,12
SCHULLER,12
SCHULMANN,12
SCHULTHEIS,12
SCHULTZE,12
SCHURMANN,12
SCHÜLLER,12
SCHÜTT,12
SCHÜTZMANN,12
SCHWACHER,12
SCIBIOR,12
SCIESZKO,12
SCIŚLEWSKA,12
SCZASNY,12
SEBASTIAŃCZYK,12
SEGAR,12
SEGLITZ,12
SEHNAL,12
SEILE,12
SEJKOWSKA,12
SEKH,12
SELIVERSTOVA,12
SEMERAN,12
SEMONOWICZ,12
SEMPEK,12
SEMPIŃSKA,12
SENCZYNO,12
SENYSHYN,12
SERBIŃSKA,12
SERDYUK,12
SEREDIAK,12
SERPINA,12
SEVERINA,12
SEWASTJANOWICZ,12
SEWESTIAN,12
SEZENIEWSKA,12
SEŻALSKA,12
SEŻEŃ,12
SĘCZAWA,12
SĘDA,12
SHAHAM,12
SHAHID,12
SHAINOHA,12
SHAKHNO,12
SHAPIRO,12
SHCHEHELSKA,12
SHEKEL,12
SHEUCHYK,12
SHEVIAKOVA,12
SHEVLIAKOVA,12
SHKILNA,12
SHKOLIAR,12
SHOVKOPLIAS,12
SHPETNA,12
SHPOTA,12
SHTOIKO,12
SHUKH,12
SHVAHER,12
SHYLINA,12
SHYPILOVA,12
SIAMIONAVA,12
SIANDER,12
SIĄŻNIK,12
SICZAK,12
SIDAROVICH,12
SIEDYKH,12
SIEDZIENIEWSKA,12
SIELENZAK,12
SIELEWONIUK,12
SIELEWONOWSKA,12
SIELSKI,12
SIELWOŃCZUK,12
SIEMIERADZKA,12
SIEMINOWICZ,12
SIEMKO VEL SIEMCZUK,12
SIEMOWSKA,12
SIENICKI,12
SIENIUTOWICZ,12
SIENIUTYCZ,12
SIEŃCZYŁO,12
SIERAC,12
SIERADZAK,12
SIERBISTA,12
SIERSECKA,12
SIETKIEWICZ,12
SIETRECKA,12
SIEWIERKIEWICZ,12
SILCHUK,12
SILIKOWSKA,12
SILIWOŃCZUK,12
SIMEK,12
SIMONICZ,12
SIODMIAK,12
SIODOŚ,12
SIOMAK,12
SIPOS,12
SISLER,12
SISMAN,12
SIŚKIEWICZ,12
SITKÓW,12
SITNIKIEWICZ,12
SITNY,12
SITOWICZ,12
SIUŁKOWSKA,12
SIURTEK,12
SIUSTRZYK,12
SIUTKA,12
SIVAKOVA,12
SIWIC,12
SIWINSKA,12
SKAJDA,12
SKAKOVSKA,12
SKALETSKA,12
SKAŁOWSKA,12
SKAMRUK,12
SKARALEWICZ,12
SKARŁUBOWICZ,12
SKATULLA,12
SKIDANIUK,12
SKIERZYŃSKA,12
SKIRUK,12
SKLINIORZ,12
SKŁYM,12
SKOCHKO,12
SKOLNIAK,12
SKOMIELSKA,12
SKOPYK,12
SKORBLEWICZ,12
SKOREŃSKA,12
SKOROKHODOVA,12
SKOROSZ,12
SKORZYBUT,12
SKRABIŃSKA,12
SKRABOWSKA,12
SKREBIEC,12
SKRODIUK,12
SKRYNKOWSKA,12
SKRZEPIJ,12
SKRZYPASEK,12
SKRZYPOSZEK,12
SKUROWSKA,12
SKWARCZAK,12
SKWARNICKA,12
SKWARUN,12
SKYRDA,12
SLANIA,12
SLAPKA,12
SLATTERY,12
SLAZYK,12
SLESARCZYK,12
SLESIŃSKA,12
SLEZIAK,12
SLIM,12
SLOSAREK,12
SLOSORZ,12
SLOTAŁA,12
SLOVIK,12
SLOVINSKA,12
SLUPSKA,12
SŁABKOWICZ,12
SŁAWATYŃSKA,12
SŁAWINSKA,12
SŁAWOW,12
SŁAWUSKA,12
SŁOBODZIANEK,12
SŁODZIK,12
SŁOMCZYK,12
SŁOMIANKO,12
SŁOŻYŃSKA,12
SŁUPINSKA,12
SMALSKA,12
SMARGOL,12
SMERDZIŃSKA,12
SMERTYCHA,12
SMĘDEK,12
SMITKOWSKA,12
SMOG,12
SMOLAR,12
SMOLEWICZ,12
SMOŁCZYK,12
SMYLLA,12
SMYRNA,12
SNASTIN,12
SNYMAN,12
SOBASZ,12
SOBIECHART,12
SOBISCH,12
SOBKOW,12
SOBOLEWICZ,12
SOBORZYŃSKA,12
SOCHRAN,12
SOCIERA,12
SOCK,12
SODUR,12
SOHN,12
SOJKE,12
SOKALSKI,12
SOKHA,12
SOKOWSKA,12
SOLDAK,12
SOLINSKA,12
SOLOMONOVA,12
SOLONEK,12
SOŁODZIŃSKA,12
SOŁOPATYCZ,12
SOŁTRUK,12
SONDER,12
SOPAŁOWICZ,12
SOPILNIAK,12
SOPLAK,12
SOPUR,12
SOPYLAK,12
SOROCZAK,12
SOROCZKO,12
SORÓBKA,12
SOSITKO,12
SOSNYTSKA,12
SOSOKAL,12
SOŚNIEWSKA,12
SOTYKA,12
SOVENKO,12
SOWIN,12
SOZA,12
SÓLKOWSKA,12
SPACIR,12
SPAK,12
SPALWISZ,12
SPAT,12
SPATZIER,12
SPECJALNA,12
SPEICH,12
SPEIDELSBACH,12
SPIBIDA,12
SPICHAŁA,12
SPIECK,12
SPIEĆ,12
SPIRKOWICZ,12
SPITSYNA,12
SPLISGARD,12
SPLITTER,12
SPODARZEWSKA,12
SPORECKA,12
SPRĘGA,12
SPUR,12
SPYRŁAK,12
SRZAŁEK,12
STABEUSZ,12
STABULEWSKA,12
STACHIJUK,12
STACHOLEC,12
STACHURSKI,12
STACIEWIŃSKA,12
STADTHER,12
STAEHR,12
STAINER,12
STALMACHOWSKA,12
STALMASZCZYK,12
STALONY,12
STAMBŁOWSKA,12
STANDAR,12
STANDARA,12
STANGORRA,12
STANISŁAWOWICZ,12
STANITZOK,12
STANKUNOWICZ,12
STARIKIEWICZ,12
STARKEL,12
STAROGARSKA,12
STARONIEK,12
STARUZIK,12
STARYŃSKA,12
STASHENKO,12
STASZULONEK,12
STAUT,12
STECHLIK,12
STECHMAN,12
STECHYSHYN,12
STEDING,12
STEEGE,12
STEGIENDA,12
STEHBACH,12
STEINHAUSER,12
STEJKOWSKA,12
STEKLIŃSKA,12
STEPHEN,12
STEPKOWSKA,12
STERENCZAK,12
STERNEL,12
STEWA,12
STĘPINSKA,12
STĘPYRA,12
STOBNIAK,12
STODOŁKIEWICZ,12
STOGIERA,12
STOJARSKA,12
STOLARZEWSKA,12
STOLER,12
STOLIK,12
STOMBELSKA,12
STOPCZAK,12
STOTTKO,12
STRACHALSKA,12
STRAKHOVA,12
STRAŻNIKIEWICZ,12
STREER,12
STREFAŃSKA,12
STREJ,12
STRELCHUK,12
STREMPSKA,12
STREPIAK,12
STRIPLING,12
STROBIŃ,12
STROCEN,12
STROHM,12
STROYK,12
STRUNIEWICZ,12
STRUŃSKA,12
STRYBUĆ,12
STRYCHACKA,12
STRYCZEWSKA,12
STRYGNER,12
STRYJCZYK,12
STRYJNIK,12
STRYNADKO,12
STRYSZAWSKA,12
STRZELINSKA,12
STRZYSZEWSKA,12
STUCZKO,12
STUDINSKA,12
STUDZINSKI,12
STUDZIŃSKI,12
STUEDEMANN,12
STUNDZIS,12
STUPAŁKOWSKA,12
STYL,12
STYRCZULA-MAŚNIAK,12
SUBE,12
SUCZKO,12
SUDAR,12
SUGAIPOVA,12
SULIBURSKA,12
SULIKIEWICZ,12
SULIMENKO,12
SUŁCZEWSKA,12
SUNG,12
SUPLIŃSKA,12
SUPRUNETS,12
SUPRUNOVA,12
SUPRYK,12
SURIAK,12
SUSAŁKO,12
SUSTOWSKA,12
SUTARZ,12
SUTKOWA,12
SVIATA,12
SVIRSKA,12
SWACZYJ,12
SWAŁOWSKA,12
SWATKIEWICZ,12
SWERYD,12
SWIEC,12
SWIERZEWSKA,12
SWIĘS,12
SWIROG,12
SWIST,12
SWORSZT,12
SWULIŃSKA,12
SYCZOWSKA,12
SYGARA,12
SYKSTUS,12
SYLVESTER,12
SYMANIUK,12
SYMCZUK,12
SYMERJAK,12
SYMONAJC,12
SYMONAJĆ,12
SYNCHUK,12
SYNDEROWSKA,12
SYNYTSYNA,12
SYPCZYŃSKA,12
SYPEROWICZ,12
SYROCIAK,12
SYROKWARZ,12
SYROVATSKA,12
SYROWICZKA,12
SYRZISTIE,12
SYST,12
SYTKOWSKA,12
SYTNYKOVA,12
SYVA,12
SYWIEC,12
SZABELAN,12
SZABŁOWSKI,12
SZACHOWA,12
SZAFEK,12
SZAFERNAKIER,12
SZAJMAN,12
SZAJNERT,12
SZAJNKENIG,12
SZAKAŁA,12
SZAKUTA,12
SZALUNAS,12
SZAŁUCHO,12
SZAMPAŃSKA,12
SZANDRUK,12
SZANTALEWICZ,12
SZAPARKIEWICZ,12
SZAPER,12
SZAPORÓW,12
SZAPOWAŁOWA,12
SZARNIAK,12
SZAWARNOGA,12
SZAWDYN,12
SZCZAKUŁA,12
SZCZĄBER,12
SZCZEPANISZYN,12
SZCZERBETKO,12
SZCZEROWSKA,12
SZCZUBIAŁA,12
SZCZUPAKIEWICZ,12
SZCZUPAŁKIEWICZ,12
SZCZYGIEŁDA,12
SZCZYKAŁKA,12
SZEBSKA,12
SZEDEL,12
SZEGIDEWICZ,12
SZEJNIK,12
SZEJPAK,12
SZEKALIS,12
SZEKIEL,12
SZELAWA,12
SZELES,12
SZELESTA,12
SZELINGER,12
SZELUG,12
SZEMIAN,12
SZEMPEK,12
SZEMPIŃSKA,12
SZENHOFER,12
SZENING,12
SZENKARYK,12
SZEPELOWSKA,12
SZERBART,12
SZEREMOWICZ,12
SZERKSZNIS,12
SZERŁAT,12
SZERMACH,12
SZEWKA,12
SZICHOWICZ,12
SZKABARA,12
SZKABARNICKA,12
SZKILUK,12
SZKODO,12
SZKOPOWICZ,12
SZKUDAJ,12
SZKULMOWSKA,12
SZLACHECKA,12
SZLACHTER,12
SZLAJNDA,12
SZLENGER,12
SZLESZKOWSKA,12
SZLUMA,12
SZMARZ,12
SZMELKOWSKA,12
SZMUSZ,12
SZMYTOWICZ,12
SZNARBACH,12
SZOENFELD,12
SZOLKOWSKA,12
SZOŁOMIAK,12
SZONDERMAJER,12
SZOP,12
SZOREC,12
SZOSLAND,12
SZOSTACZKO,12
SZOSTAŁO,12
SZOTECKA,12
SZPARAK,12
SZPIC,12
SZPIEĆ,12
SZPITMAN,12
SZPOLEROWSKA,12
SZPUNIAR,12
SZPURNÓG,12
SZPYTEK,12
SZRADER,12
SZREJNA,12
SZTABLEWSKA,12
SZTADHAUS,12
SZTAJNKOWSKA,12
SZTAMPKE,12
SZTANK,12
SZTANOWSKA,12
SZTĄDERSKA,12
SZTEBEL,12
SZTENDIG,12
SZTOKINIER,12
SZTOLSZTEJNER,12
SZTUKIERT,12
SZUAS,12
SZUBELKO,12
SZUBRING,12
SZUKSZTO,12
SZULCE,12
SZULENIN,12
SZUMEJDA,12
SZUMEJŁO,12
SZUMELUK,12
SZUMICHORA,12
SZUMILA,12
SZUMISZ,12
SZUNERT,12
SZUPICKA,12
SZUPO,12
SZWACHTA,12
SZWACHUŁA,12
SZWAJKO,12
SZWANDT,12
SZWARCBERG,12
SZWARCROK,12
SZWARCZYK,12
SZWEINOCH,12
SZWEJER,12
SZWOB,12
SZYBAŃSKA,12
SZYBOL,12
SZYBUTOWICZ,12
SZYBYLSKA,12
SZYDROWSKA,12
SZYF,12
SZYKA,12
SZYKOWNY,12
SZYLL,12
SZYLLE,12
SZYMBOREWICZ,12
SZYMCZAK-RADZKA,12
SZYMINCZAK,12
SZYMNIK,12
SZYMONICZEK,12
SZYMONOWSKA,12
SZYNACKA,12
SZYNICKA,12
SZYNKIELEWICZ,12
SZYPENBEJL,12
SZYPTUR,12
SZYROCZYŃSKA,12
SZYRSZYNG,12
ŚCIAK,12
ŚCIEŚLICKA,12
ŚCIUBSKA,12
ŚLĄZAKOWSKA,12
ŚLEPEK,12
ŚLONZAK,12
ŚLUSAŁEK,12
ŚLUZALEK,12
ŚNIEGÓŁA,12
ŚNISZEWSKA,12
ŚPICZKO,12
ŚWIĄTASZCZYK,12
ŚWICHOCKA,12
ŚWIDCZAK,12
ŚWIERBUT,12
ŚWIERCZNIK,12
ŚWIERKLAŃSKA,12
ŚWIERŻOWSKA,12
ŚWIETLICZNA,12
ŚWIĘCIŁO,12
ŚWISTUNOWICZ,12
TABACZNIK,12
TABACZNIUK,12
TABER,12
TACK,12
TACZEWSKA,12
TADEK,12
TADRAK,12
TAIT,12
TALARKOWSKA,12
TALENTA,12
TALKA,12
TALMAN,12
TALOCHKA,12
TAŁABIŃSKA,12
TAŁAŁAS,12
TAMER,12
TAMULIS,12
TARADYNKO,12
TARAKANOW,12
TARGAN,12
TARIQ,12
TARNOSKA,12
TAŞDEMIR,12
TATERRA,12
TAUBMANN,12
TAUKIN,12
TAUROWSKA,12
TAUSEWALD,12
TAZIK,12
TECKO,12
TEJWAN,12
TEKLIK,12
TELEGŁÓW,12
TELIŃSKA,12
TEMBAUM,12
TEMCZYSZYN,12
TENDYRA,12
TENERLE,12
TEPLI,12
TEPLING,12
TERBAK,12
TERBERT,12
TERENIUK,12
TERENTIUK,12
TERMANN,12
TERNOVSKA,12
TERPILAK,12
TESCHE,12
TESLYUK,12
TETIANA,12
TEUTSCH,12
TEZCAN,12
TĘPIAK,12
TĘSNY,12
THIESLER,12
THILL,12
TIEPŁOW,12
TILSZNER,12
TIMCZENKO,12
TITENKO,12
TITONI,12
TKACHENKA,12
TŁOKOWSKA,12
TŁUCZYKĄT,12
TŁUSZCZYK,12
TŁUSZCZYŃSKA,12
TO,12
TOBAJ,12
TOĆ,12
TODOROWA,12
TODOS,12
TOGAN,12
TOLALA,12
TOLSTOVA,12
TOŁEK,12
TOMAJA,12
TOMALISZAK,12
TOMALUK,12
TOMELA,12
TOMICZNA,12
TOMILOVYCH,12
TONACKA,12
TONDOWSKA,12
TONIUK,12
TOPIELECKA,12
TOPOLSKI,12
TOPORZYSZ,12
TOPUSZCZAK,12
TORC,12
TORCHYLO,12
TOROBIŃSKA,12
TORONIEWICZ,12
TOROP,12
TOUSSAINT,12
TOWBIN,12
TOŻEWSKA,12
TRACIŃSKA,12
TRAFALCZYK,12
TRAMBACZ,12
TRAMBECKA,12
TRAMSZ,12
TRAN THANH,12
TRANDYK,12
TRAPSIA,12
TREFFOŃ,12
TREFOŃSKA,12
TREHUBENKO,12
TREJTA,12
TRELOWSKA,12
TRENDYK,12
TREPETA,12
TREPIS,12
TRESZEL,12
TRẤN,12
TRẨN,12
TRNKA,12
TROJCZAK,12
TROKS,12
TROLIŃSKA,12
TROMBAŁA,12
TRON,12
TRONICKA,12
TRUCHŁA,12
TRUPACZ,12
TRYBENEK,12
TRYBOBA,12
TRYKSA,12
TRYLONG,12
TRZCIONEK,12
TRZETRZEWSKA,12
TRZMIELIŃSKA,12
TSAR,12
TSEHELNYK,12
TSENG,12
TSITOVA,12
TSIUPA,12
TSUMAN,12
TSVIAKH,12
TSYBULNYK,12
TSYHANIUK,12
TU,12
TUCCI,12
TUCHEL,12
TUCHMAN,12
TUCHOWICZ,12
TUCZAK,12
TUKALO,12
TUM,12
TUMALSKA,12
TUME,12
TUMELIS,12
TUNCER,12
TUNDAK,12
TUNDERSKA,12
TUNOWICZ,12
TUŃCZYK,12
TURALCZYK,12
TUREJKO,12
TURETSKA,12
TURNOWSKA,12
TUROVETS,12
TUSZYNSKA,12
TUTINAS,12
TUTOVA,12
TWARDELA,12
TWARDYKUS,12
TYDALSKA,12
TYDDA,12
TYMBERSKA,12
TYMOFEIEVA,12
TYMOSHYK,12
TYMOSIUK,12
TYMROWSKA,12
TYNENSKA,12
TYNKALIUK,12
TYRLICZ,12
TYTER,12
TYWAŃCZUK,12
UBOŻAK,12
UCHOLC,12
UHORCZAK,12
UHRYŃSKA,12
ULANIK,12
ULASS,12
ULIJARCZYK,12
ULUCKA,12
UNDAK,12
UNGERAT,12
UNGEREK,12
UNGERMAN,12
UNGUR,12
UNZNER,12
URMANOWICZ,12
URMIŁOWICZ,12
URRA,12
URZYNICOK,12
USTAPIUK,12
USTUPSKA-KUBECZEK,12
USTYNOVA,12
USZALEWSKA,12
UŚPIŃSKA,12
UTAN,12
UWARZYŃSKA,12
UYAR,12
UŻDAWINIS,12
UŻYCKA,12
ÜÇÜNCÜ,12
VALENTINE,12
VALTER,12
VALYNETS,12
VARANOVICH,12
VARFOLOMIEIEVA,12
VASETSKA,12
VASIĆ,12
VASIURA,12
VASS,12
VELLA,12
VERKHOHLIAD,12
VERKHOLIAK,12
VESPER,12
VIAZOVSKA,12
VICTORINI,12
VIDA,12
VIERU,12
VIK,12
VINNYK,12
VIONTSEK,12
VIRSTIUK,12
VISENTINI,12
VITYK,12
VLAS,12
VOLKOV,12
VOLLBRECHT,12
VOLOKHOVA,12
VORONCHUK,12
VORONIAK,12
VÖLSCHOW,12
VRABETZ,12
VYKHOPEN,12
VYSOCHAN,12
WACHNIKOWSKA,12
WACHOŁEK,12
WAGENER,12
WAGUS,12
WAJDE,12
WAJERCZYK,12
WAJGIELT,12
WAJSBERG,12
WAJSEN,12
WAKER,12
WAKUŁOWSKA,12
WALENDUKANIS,12
WALENTKOWSKA,12
WALESZKO,12
WALKOW,12
WALKOWC,12
WALKÓWKA,12
WALŻYŃSKA,12
WAMPOSZEK,12
WANCEWICZ,12
WANCIAK,12
WANCICKA,12
WANDAŁOWSKA,12
WANDULSKA,12
WANDYSZEWSKA,12
WANIJAS,12
WANTKIEWICZ,12
WARANICA,12
WARCHOŁOWSKA,12
WARDASZEWSKA,12
WARGULSKA,12
WARŚ,12
WARTOWNIK,12
WARWIŃSKA,12
WARYGA,12
WARZKIEWICZ,12
WASIEJKO,12
WASIEŃCZAK,12
WASIJ,12
WASILIU,12
WASILOWSKA,12
WASIŃCZUK,12
WASIOWSKA,12
WASKO,12
WATT,12
WAWROW,12
WAWRYNKIEWICZ,12
WAWRYŃ,12
WAWRZEŃSKA,12
WAWRZIK,12
WAWRZYNIACZYK,12
WAWRZYSZ,12
WAŻNIEWICZ,12
WĄDOŁOWSKI,12
WCZELIK,12
WEAVER,12
WECEKLICKA,12
WEDDA,12
WEDELSTEDT,12
WEDEMANN,12
WEEKS,12
WEGLARZ,12
WEIGLE,12
WEINRICH,12
WEISBERG,12
WEISTOK,12
WEJERS,12
WEJKSZO,12
WEJKUĆ,12
WEKIERA,12
WELICKA,12
WEŁDYCZ,12
WENDELEWSKA,12
WENDLIK,12
WENDLOCHA,12
WENDRYCHOWICZ,12
WENDRZYCKA,12
WENGRZYŃSKA,12
WERBELSKA,12
WERBOWICZ,12
WERKUN,12
WESENBERG,12
WESERLING,12
WEYHER,12
WEYMAN,12
WEYNERT,12
WĘDROWCZYK,12
WHITAKER,12
WIAKTOR,12
WICENS,12
WICICHOWSKA,12
WICZENBACH,12
WIECHÓW,12
WIECZEŻYCKA,12
WIECZOREK-NOWAK,12
WIEDEHEFT,12
WIEDMANN,12
WIEGANDT,12
WIEJOTA,12
WIELEWIECKA,12
WIELGOSZAK,12
WIELKOLIŃSKA,12
WIELOCKA,12
WIELONKIEWICZ,12
WIENIATOWSKA,12
WIENSKA,12
WIEPRZĘĆ,12
WIERCHLEWSKA,12
WIERCHOŁA,12
WIERCZEK,12
WIERUT,12
WIERZBOWSKI,12
WIERZYNKIEWICZ,12
WIESNOWSKA,12
WIESZAŁKOWSKA,12
WIESZCZYCZYK,12
WIEŚNIUK,12
WIETLICKA,12
WIĘCKIEL,12
WIGIENKA,12
WIGNER,12
WIJTYK,12
WIKIERT,12
WILDT,12
WILEM,12
WILEMBERG,12
WILICHNOWSKA,12
WILIGALSKA,12
WILKI,12
WILKOŁAK,12
WILKOWSKI,12
WIŁKOWICZ,12
WINCZYŃSKA,12
WINDYKA,12
WINICZUK,12
WINIOWSKA,12
WIOŃCZYK,12
WIPPEL,12
WIRSZYŁŁO,12
WISK,12
WISSMANN,12
WISTA,12
WISTUŁA,12
WIŚNIAŃSKA,12
WIŚNIARSKA,12
WITASZYK,12
WITEZY,12
WITNICKA,12
WITONIOWSKA,12
WIŻLAŃSKA,12
WLODARCZYK,12
WŁASIK,12
WŁODZIŃSKA,12
WŁÓCZKO,12
WNĘTOWSKA,12
WOCHOL,12
WOCZKA,12
WODTKE,12
WODZIANICKA,12
WODZICZKA,12
WOJAŃSKA,12
WOJCIEL,12
WOJCZEK,12
WOJDACHOWICZ,12
WOJDEŁKO,12
WOJLANIS,12
WOJNAROWSKI,12
WOJSIAK,12
WOJSKUNOWICZ,12
WOJTASIOK,12
WOJTENKO,12
WOJTKUMSKA,12
WOJTOKAS,12
WOJTUSZAK,12
WOJTYLEWSKA,12
WOJTYROWSKA,12
WOKULSKA,12
WOLFERD,12
WOLKER,12
WOLNIASZCZYK,12
WOLOSZYN,12
WOŁANGIEWICZ,12
WOŁENKIEWICZ,12
WOŁKOWA,12
WOŁOWACZ,12
WOŁYNIA,12
WOŁYŃCZYK,12
WONER,12
WONSEWICZ,12
WOROBJEW,12
WOROPIŃSKA,12
WOROŻYŃSKA,12
WORWONG,12
WORZAKOWSKA,12
WOWCZYŃSKA,12
WOWERKO,12
WOYTERSKA,12
WOZNIOK,12
WOŹNIAK-NOWAK,12
WÓJEC,12
WROBLIK,12
WROŻA,12
WRÓŻYNA,12
WRZACHOL,12
WSZOŁCZYK-LIPKA,12
WSZYTKO,12
WŚCISŁEK,12
WUCOW,12
WUDAREK,12
WURCH,12
WUSYK,12
WUTRYCH,12
WYBIERACKA,12
WYCHELEWSKA,12
WYCHRYST,12
WYCIKOWSKA,12
WYGODNA,12
WYKLANDT,12
WYPYCHIEWICZ,12
WYROBKIEWICZ,12
WYROŻĘBSKA,12
WYRWINSKA,12
WYRZING,12
WYSZYWANA,12
WYŹNIKIEWICZ,12
WYŻYNKIEWICZ,12
WZDYCH,12
YABLONSKAYA,12
YAKUBCHYK,12
YAKUBETS,12
YAKUBIAK,12
YAKYMYSHYN,12
YANCHYSHYN,12
YANOVA,12
YAREMKIV,12
YASKEVYCH,12
YATSENIUK,12
YAZLOVETSKA,12
YEH,12
YELENETS,12
YEREMEICHUK,12
YESKOVA,12
YEVPAK,12
YUKHNEVICH,12
YUKHYMUK,12
YURTSEVER,12
YUSHCHYK,12
YUSKOVA,12
YUZEFOVYCH,12
YUZVAK,12
ZABARYŁŁO,12
ZABDER,12
ZABOJEK,12
ZABOKRZECKA,12
ZABORNY,12
ZABROŃSKA,12
ZABROWSKA,12
ZABYLSKA,12
ZACHODNI,12
ZACHODNY,12
ZADRUŚ,12
ZAGASKA,12
ZAGŁOBIŃSKA,12
ZAGORSKI,12
ZAGZIAŁ,12
ZAHRIICHUK,12
ZAIACHKIVSKA,12
ZAJACZKOWSKA,12
ZAJCZEK,12
ZAJELSKA,12
ZAJNOWSKA,12
ZAKABŁUK,12
ZAKAEVA,12
ZAKI,12
ZAKIELASZ,12
ZAKLEKTA,12
ZAKOŚCIELNY,12
ZAKRIEVA,12
ZAKSZEWSKA,12
ZALEWCZAK,12
ZALOTYŃSKA,12
ZAŁOŃSKA,12
ZAŁUBKA,12
ZAMEJĆ,12
ZAMFIR,12
ZANJAT,12
ZAPADKO,12
ZARA,12
ZARBOCK,12
ZARDZAWIECKA,12
ZAREMBA-ŚMIETAŃSKA,12
ZAREMBUK,12
ZARICZNY,12
ZARTT,12
ZARYCHTO,12
ZASIADKO,12
ZASTRIŻNA,12
ZASUŃSKA,12
ZATSEPINA,12
ZATUROWSKA,12
ZATYRACZ,12
ZAWADZIŁŁO,12
ZAWAŁEŃ,12
ZAWIOLA,12
ZAWOŁEK,12
ZAWRIN,12
ZAZDROSIŃSKA,12
ZAZGA,12
ZAZULCZAK,12
ZBARAŻ,12
ZBÓJNIKOWSKA,12
ZBRANIBORSKA,12
ZBROJEWICZ,12
ZDRIL,12
ZDROWIECKA,12
ZDRZYŁOWSKA,12
ZDRZYNICKA,12
ZDZIUCH,12
ZDŻARSKA,12
ZEBRANOWSKA,12
ZELEM,12
ZELENETSKA,12
ZELIG,12
ZELMER,12
ZEMBOWSKA,12
ZEMEL,12
ZEMLIŃSKA,12
ZEMUŁA,12
ZENFTLEBEN,12
ZERELLA,12
ZERFASS,12
ZEZULIŃSKA,12
ZĘBOL,12
ZGIT,12
ZGOL,12
ZGOLL,12
ZGRAJEWICZ,12
ZGUT,12
ZHALDAK,12
ZHMURA,12
ZHOLOB,12
ZHOLOBCHUK,12
ZHORNIAK,12
ZHOVNIRENKO,12
ZHYHADLO,12
ZHYLIAK,12
ZHYTARIUK,12
ZIAJKOWICZ,12
ZIARNKO,12
ZIBERT,12
ZIBROW,12
ZIEDEK,12
ZIEMBŁOWSKA,12
ZIEMICKA,12
ZIENTAREK,12
ZIENTZ,12
ZIERAŁKA,12
ZIESCHE,12
ZIĘTALSKA,12
ZIMERMANN,12
ZIMLINSKA,12
ZIOMBROWSKA,12
ZIÓŁKOŚ,12
ZIRBERMINC,12
ZITEK,12
ZIURKOWSKA,12
ZIZIUK,12
ZLOCH,12
ZNAMIEŃCZYKÓW,12
ZOLOTKO,12
ZOŁOTNIK,12
ZORACKA,12
ZOWIĄZEK,12
ZOZULIAK,12
ZUBELIK,12
ZUCHNICKA,12
ZUDER,12
ZURAWSKA,12
ZUZELA,12
ZWIAHEL,12
ZWIERSZ,12
ZWINIARSKA,12
ZWIRKOWSKA,12
ZWORNICKA,12
ZYGANOWSKA,12
ZYGAS,12
ZYGER,12
ZYLIŃSKA,12
ZYLM,12
ZYMMER,12
ŻAŁOBIŃSKA,12
ŻANDAREK,12
ŻAROWIAK,12
ŻEKIECKA,12
ŻELEŹNY,12
ŻEŁABOWSKA,12
ŻEMIETRO,12
ŻERMAN,12
ŻESZCZYŃSKA,12
ŻGAJ,12
ŻIRALDO,12
ŻMAJLIK,12
ŻMIEŃKA,12
ŻOCHOWIEC,12
ŻOGŁO,12
ŻOŁNIERZÓW,12
ŻÓŁTONOS,12
ŻUBICKA,12
ŻUBRZYCKA,12
ŻULEWICZ,12
ŻURAWIEL,12
ŻUŻAŁEK,12
ŻYŁAWY,12
ŻYRACKA,12
ŻYRKO,12
ŻYTERSKA,12
ŻYTYNIEC,12
ABERSKA,11
ABRASZKO,11
ABUEVA,11
ACHMATOW,11
ADAMIDU,11
ADAMO,11
ADI,11
ADIGÜZEL,11
ADIUSZYN,11
ADKOWSKA,11
ADLES,11
ADLOF,11
ADOMENAS,11
ADROWSKA,11
ADRYANOWSKA,11
AFTEKA,11
AGHAJANYAN,11
AGŁUSZEWICZ,11
AGRESTOWSKA,11
AHERN,11
AJZAK,11
AKSENOVA,11
ALAHMAD,11
ALAMODA,11
ALBERCIŃSKA,11
ALEKSANDROVICH,11
ALEKSEJEW,11
ALEKSOWICZ,11
ALEŃKUĆ,11
ALESSIO,11
ALETOROWICZ,11
ALEXIEWICZ,11
ALFOROVA,11
ALLABURDA,11
ALLER,11
ALMOG,11
ALTWASSER,11
AŁUNOWSKA,11
AMELAŃCZUK,11
AMIELANCZYK,11
AMILJANOWICZ,11
AMMOL,11
AMROSZKIEWICZ,11
AMSZEJ,11
ANANCHENKO,11
ANCIUSZKO,11
ANCZAK,11
ANDERLE,11
ANDOR,11
ANDRADZKA,11
ANDRATOWICZ,11
ANDREI,11
ANDREJEC,11
ANDREJUNAS,11
ANDREOU,11
ANDRIISHYN,11
ANDRUCEWICZ,11
ANDRUSYAK,11
ANDRUSZCZUK,11
ANDRYCA,11
ANDRYJENKO,11
ANDRYJEWICZ,11
ANDRYSZKOWSKA,11
ANDRZEJÓW,11
ANGELCZYK,11
ANGLIKOWSKA,11
ANGNELIUS,11
ANOSOVA,11
ANTA,11
ANTONCHYK,11
ANTUCHOWSKA,11
ANUFROWICZ,11
ANUSZKO,11
APANASIUK,11
APATHY,11
APOSTOLIDIS,11
APPIAH,11
APUNIEWICZ,11
ARABADZHY,11
ARAKELIAN,11
ARASIMSKA,11
ARENDARCHUK,11
